timestamp,volume,open,high,low,close,chg,percent,turnoverrate,amount,volume_post,amount_post,pe,pb,ps,pcf,market_capital,balance,hold_volume_cn,hold_ratio_cn,net_volume_cn,hold_volume_hk,hold_ratio_hk,net_volume_hk
1565280000000,7185200,4.6929,4.7126,4.4957,4.545,-0.0984,-2.12,0.94,33609213.0,,,74.7686,1.435,0.999,240.8874,3521505253.83,,,,,,,
1565539200000,7453602,4.5549,4.7028,4.545,4.683,0.1382,3.04,0.98,35001638.0,,,77.0392,1.4786,1.0294,248.2028,3628449014.25,,,,,,,
1565625600000,6359700,4.6436,4.7225,4.6239,4.6929,0.0098,0.21,0.83,30181875.0,,,77.2014,1.4817,1.0315,248.7253,3636087854.28,,,,,,,
1565712000000,10466841,4.7718,4.8704,4.7126,4.7225,0.0296,0.63,1.37,50810937.0,,,77.6879,1.491,1.038,250.2929,3659004374.37,,,,,,,
1565798400000,10529250,4.5844,4.8112,4.545,4.7816,0.059,1.25,1.38,50349888.0,,,78.6611,1.5097,1.051,253.4281,3704837414.55,,,,,,,
1565884800000,8173100,4.7718,4.8605,4.7619,4.7718,-0.01,-0.21,1.07,39792248.0,,,78.4989,1.5066,1.0489,252.9056,3697198574.52,,,,,,,
1566144000000,8995500,4.8408,4.9098,4.7816,4.8901,0.1183,2.48,1.18,44336808.0,,,80.4451,1.544,1.0749,259.176,3788864654.88,3510923.0,,,,,,
1566230400000,10543000,4.9196,4.9887,4.8999,4.8999,0.0098,0.2,1.38,52777791.0,,,80.6073,1.5471,1.0771,259.6985,3796503494.91,4303427.0,,,,,,
1566316800000,6710512,4.9689,4.9788,4.8605,4.9196,0.0196,0.4,0.88,33423871.0,,,80.9317,1.5533,1.0814,260.7436,3811781174.97,5027775.0,,,,,,
1566403200000,9864324,4.9492,5.0478,4.8999,4.9591,0.0394,0.8,1.29,49712401.0,,,81.5804,1.5658,1.0901,262.8337,3842336535.09,8882024.0,,,,,,
1566489600000,7057900,4.9492,4.9788,4.8704,4.9098,-0.0491,-0.99,0.92,35202654.0,,,80.7695,1.5502,1.0792,260.2211,3804142334.94,9601424.0,,,,,,
1566748800000,8136515,4.7915,4.8309,4.7422,4.7718,-0.138,-2.81,1.07,39474393.0,,,78.4989,1.5066,1.0489,252.9056,3697198574.52,9692986.0,,,,,,
1566835200000,16800329,4.7816,5.038,4.7816,5.0084,0.2367,4.96,2.2,84385644.0,,,82.3914,1.5813,1.1009,265.4464,3880530735.24,14168298.0,,,,,,
1566921600000,13584145,5.1267,5.1267,4.9394,4.9492,-0.0591,-1.18,1.78,68953148.0,,,81.4183,1.5626,1.0879,262.3112,3834697695.06,13303382.0,,,,,,
1567008000000,15595843,5.0774,5.107,4.9788,5.0084,0.0594,1.2,2.04,79769754.0,,,82.3914,1.5813,1.1009,265.4464,3880530735.24,19196810.0,,,,,,
1567094400000,17488500,5.0281,5.1267,4.9689,5.0182,0.01,0.2,2.29,89798040.0,,,82.5536,1.5844,1.1031,265.9689,3888169575.27,19683342.0,,,,,,
1567353600000,15158026,4.9788,5.0774,4.9394,5.0577,0.0396,0.79,1.98,77159205.0,,,83.2023,1.5969,1.1117,268.059,3918724935.39,26474817.0,,,,,,
1567440000000,15682500,5.0577,5.1661,4.9887,5.0873,0.0293,0.58,2.05,80689575.0,,,83.6889,1.6062,1.1182,269.6266,3941641455.48,33120595.0,,,,,,
1567526400000,10243502,5.0873,5.1168,5.0084,5.0675,-0.0198,-0.39,1.34,52662981.0,,,83.3645,1.6,1.1139,268.5816,3926363775.42,37741181.0,,,,,,
1567612800000,22429416,5.0873,5.2746,5.0577,5.1365,0.0689,1.36,2.94,117703312.0,,,84.4998,1.6218,1.1291,272.2393,3979835655.63,49954349.0,,,,,,
1567699200000,23348428,5.1957,5.3436,5.1563,5.2647,0.1284,2.5,3.06,124666360.0,,,86.6083,1.6622,1.1572,279.0322,4079140576.02,57942387.0,,,,,,
1567958400000,31025398,5.314,5.5999,5.2746,5.5112,0.2464,4.68,4.06,171032127.0,,,90.663,1.7401,1.2114,292.0955,4270111576.77,73780672.0,,,,,,
1568044800000,18657200,5.4915,5.4915,5.3436,5.3436,-0.1675,-3.04,2.44,102356782.0,,,87.9058,1.6872,1.1746,283.2125,4140251296.26,81618277.0,,,,,,
1568131200000,19667182,5.383,5.4816,5.3633,5.3929,0.0492,0.92,2.57,108249030.0,,,88.7167,1.7027,1.1854,285.8251,4178445496.41,81671389.0,,,,,,
1568217600000,12299304,5.4126,5.452,5.3337,5.4027,0.0097,0.18,1.61,67054262.0,,,88.8789,1.7058,1.1876,286.3477,4186084336.44,85108491.0,,,,,,
1568563200000,20546310,5.4323,5.5999,5.383,5.521,0.1183,2.19,2.69,114861284.0,,,90.8251,1.7432,1.2136,292.6181,4277750416.8,87334764.0,,,,,,
1568649600000,19523442,5.5112,5.5506,5.2943,5.452,-0.069,-1.25,2.56,107592020.0,,,89.6898,1.7214,1.1984,288.9603,4224278536.59,93166988.0,,,,,,
1568736000000,13201285,5.452,5.4718,5.3633,5.4422,-0.0098,-0.18,1.73,72611388.0,,,89.5276,1.7183,1.1962,288.4378,4216639696.56,97792876.0,,,,,,
1568822400000,26905800,5.6985,5.9056,5.452,5.5309,0.0887,1.63,3.52,152456404.0,,,90.9873,1.7463,1.2157,293.1406,4285389256.83,104897193.0,,,,,,
1568908800000,18393841,5.521,5.5605,5.3534,5.3633,-0.1676,-3.03,2.41,101673187.0,,,88.2301,1.6934,1.1789,284.2575,4155528976.32,114680610.0,,,,,,
1569168000000,21297200,5.3239,5.5309,5.2844,5.5013,0.1378,2.57,2.79,117635080.0,,,90.5008,1.737,1.2092,291.573,4262472736.74,107996100.0,,,,,,
