timestamp,volume,open,high,low,close,chg,percent,turnoverrate,amount,volume_post,amount_post,pe,pb,ps,pcf,market_capital,balance,hold_volume_cn,hold_ratio_cn,net_volume_cn,hold_volume_hk,hold_ratio_hk,net_volume_hk
1565280000000,2759952,31.7353,34.9048,31.6954,34.9048,3.1703,9.99,6.14,95223989.0,,,122.2554,7.0283,9.4368,322.4048,4508712235.6,,,,,,,
1565539200000,1908154,34.9347,37.875,33.9978,34.9347,0.0314,0.09,4.26,67451774.0,,,122.3601,7.0343,9.4448,322.681,4512574639.0,,,,,,,
1565625600000,756329,34.9347,35.1839,34.1872,34.5759,-0.3598,-1.03,1.69,26238040.0,,,121.1034,6.962,9.3478,319.3667,4466225798.2,,,,,,,
1565712000000,1003838,34.6855,35.2038,34.1473,34.5958,0.0207,0.06,2.24,34808740.0,,,121.1732,6.9661,9.3532,319.5508,4468800733.8,,,,,,,
1565798400000,1698928,34.3865,36.5095,34.1672,35.2736,0.6781,1.96,3.79,60649268.0,,,123.5471,7.1025,9.5365,325.8111,4556348544.2,,,,,,,
1565884800000,1395143,34.845,36.4098,34.1373,34.2869,-0.9877,-2.8,3.11,48327546.0,,,120.091,6.9038,9.2697,316.6969,4428889232.0,,,,,,,
1566144000000,1502451,34.2869,34.5759,33.5094,34.0676,-0.2194,-0.64,3.35,51196620.0,,,119.3229,6.8597,9.2104,314.6715,4400564940.4,,,,,,,
1566230400000,1769127,34.1274,34.237,32.6921,32.9413,-1.1277,-3.31,3.95,59046676.0,,,115.3781,6.6329,8.9059,304.2684,4255081079.0,,,,,,,
1566316800000,1190918,32.9413,33.3898,32.3931,33.1307,0.1878,0.57,2.66,39540035.0,,,116.0414,6.671,8.9571,306.0176,4279542967.2,,,,,,,
1566403200000,1790515,33.1406,34.3666,33.1406,33.7486,0.6195,1.87,4.0,60795253.0,,,118.2058,6.7955,9.1242,311.7255,4359365970.8,,,,,,,
1566489600000,812805,33.6888,33.9878,33.3001,33.7486,0.0,0.0,1.81,27461551.0,,,118.2058,6.7955,9.1242,311.7255,4359365970.8,,,,,,,
1566748800000,550645,32.9911,33.5692,32.7021,33.2901,-0.459,-1.36,1.23,18319979.0,,,116.6,6.7031,9.0002,307.4906,4300142452.0,,,,,,,
1566835200000,1243480,33.4297,34.4264,33.4297,34.3168,1.0254,3.08,2.78,42635588.0,,,120.1957,6.9099,9.2778,316.9731,4432751635.4,,,,,,,
1566921600000,954484,34.0775,34.6357,34.0377,34.5161,0.199,0.58,2.13,32918249.0,,,120.8939,6.95,9.3317,318.8143,4458500991.4,,,,,,,
1567008000000,2174838,35.8417,35.8417,34.4862,34.5061,-0.0104,-0.03,4.86,76819529.0,,,120.859,6.948,9.329,318.7223,4457213523.6,,,,,,,
1567094400000,1359401,34.1872,34.1872,32.9513,33.2901,-1.2146,-3.52,3.04,45850590.0,,,116.6,6.7031,9.0002,307.4906,4300142452.0,,,,,,,
1567353600000,1421211,33.7088,34.8649,33.031,34.5759,1.285,3.86,3.18,48914530.0,,,121.1034,6.962,9.3478,319.3667,4466225798.2,,,,,,,
1567440000000,3377882,35.443,36.7388,34.845,35.2537,0.6777,1.96,7.55,120670436.0,,,123.4773,7.0985,9.5311,325.627,4553773608.6,,,,,,,
1567526400000,1827642,34.7653,35.4729,34.1373,35.0244,-0.2291,-0.65,4.08,63764433.0,,,122.6743,7.0523,9.4691,323.5096,4524161849.2,,,,,,,
1567612800000,1577268,35.2736,35.2736,34.4065,34.6855,-0.3397,-0.97,3.52,54933004.0,,,121.4874,6.9841,9.3775,320.3794,4480387944.0,,,,,,,
1567699200000,1159294,34.6556,35.8716,34.4264,35.0045,0.3191,0.92,2.59,40450510.0,,,122.6045,7.0483,9.4637,323.3254,4521586913.6,,,,,,,
1567958400000,933185,35.0045,35.1839,34.6855,34.7852,-0.2205,-0.63,2.08,32565568.0,,,121.8365,7.0042,9.4044,321.3,4493262622.0,,,,,,,
1568044800000,827760,34.6855,35.0842,34.3865,34.536,-0.2505,-0.72,1.85,28726547.0,,,120.9637,6.954,9.337,318.9985,4461075927.0,,,,,,,
1568131200000,675360,34.6855,34.6855,34.2869,34.2968,-0.2383,-0.69,1.51,23312346.0,,,120.1259,6.9058,9.2724,316.7889,4430176699.8,,,,,,,
1568217600000,1256168,34.1872,35.0842,34.1872,34.8948,0.5968,1.74,2.81,43775907.0,,,122.2205,7.0263,9.4341,322.3127,4507424767.8,,,,,,,
1568563200000,1595251,35.0842,35.8716,34.6756,35.6125,0.7188,2.06,3.56,56667207.0,,,124.734,7.1708,9.6281,328.9413,4600122449.4,,,,,,,
1568649600000,1049220,35.3533,36.0809,35.154,35.3832,-0.2279,-0.64,2.34,37473800.0,,,123.9311,7.1246,9.5661,326.8238,4570510690.0,,,,,,,
1568736000000,1737571,35.9115,36.659,35.164,35.2437,-0.138,-0.39,3.88,62224406.0,,,123.4423,7.0965,9.5284,325.5349,4552486140.8,,,,,,,
1568822400000,1126420,35.3832,35.8716,34.4862,34.6955,-0.5498,-1.56,2.52,39369074.0,,,121.5223,6.9861,9.3802,320.4715,4481675411.8,,,,,,,
1568908800000,1167790,34.6855,34.8948,33.6191,33.9878,-0.7078,-2.04,2.61,40038156.0,,,119.0437,6.8436,9.1888,313.935,4390265198.0,,,,,,,
1569168000000,816158,33.938,33.9579,32.8915,32.9214,-1.0672,-3.14,1.82,27099146.0,,,115.3083,6.6289,8.9005,304.0842,4252506143.4,,,,,,,
1569254400000,623420,33.021,33.2403,32.6522,32.8516,-0.0691,-0.21,1.39,20548314.0,,,115.0639,6.6148,8.8816,303.4398,4243493868.8,,,,,,,
1569340800000,938222,32.742,32.9313,31.7951,32.0941,-0.7589,-2.31,2.1,30271865.0,,,112.4107,6.4623,8.6769,296.443,4145646316.0,,,,,,,
1569427200000,668090,32.0941,32.6622,31.6954,31.8549,-0.2407,-0.75,1.49,21421475.0,,,111.5729,6.4141,8.6122,294.2335,4114747088.8,,,,,,,
1569513600000,495730,31.6954,32.2037,31.4961,31.825,-0.0287,-0.09,1.11,15785812.0,,,111.4682,6.4081,8.6041,293.9573,4110884685.4,,,,,,,
1569772800000,307460,31.6356,32.0941,31.6356,31.8349,0.0095,0.03,0.69,9841823.0,,,115.4115,6.2885,8.1169,394.6565,4112172153.2,,,,,,,
1570464000000,405500,31.9147,32.6921,31.9147,32.2835,0.4489,1.41,0.91,13138657.0,,,117.0375,6.3771,8.2312,400.2167,4170108204.2,,,,,,,
1570550400000,697600,32.6423,33.2802,32.3931,32.7719,0.4875,1.51,1.56,22960431.0,,,118.808,6.4736,8.3557,406.2713,4233194126.4,,,,,,,
1570636800000,440674,32.722,32.8416,32.3632,32.4031,-0.3703,-1.13,0.98,14358381.0,,,117.4711,6.4007,8.2617,401.6995,4185557817.8,,,,,,,
1570723200000,367120,32.4728,32.9911,32.0742,32.2934,-0.1102,-0.34,0.82,11901063.0,,,117.0736,6.3791,8.2338,400.3403,4171395672.0,,,,,,,
1570982400000,555800,32.2934,33.4696,32.2934,32.4828,0.1905,0.59,1.24,18266226.0,,,117.7602,6.4165,8.282,402.688,4195857560.2,,,,,,,
1571068800000,320340,32.2237,32.6622,31.8947,32.1938,-0.2891,-0.89,0.72,10346453.0,,,116.7123,6.3594,8.2083,399.1047,4158520994.0,,,,,,,
1571155200000,369160,32.1938,32.4928,31.4163,31.6356,-0.5569,-1.73,0.82,11768348.0,,,114.6888,6.2491,8.066,392.1852,4086422797.2,,,,,,,
1571241600000,856090,31.6456,31.8848,30.599,30.7585,-0.8763,-2.77,1.91,26586093.0,,,111.509,6.0759,7.8424,381.3118,3973125630.8,,,,,,,
1571328000000,659810,30.5891,30.8183,29.7718,29.7817,-0.9782,-3.18,1.47,19938362.0,,,107.9679,5.8829,7.5934,369.2027,3846953786.4,,,,,,,
1571587200000,1041410,29.8415,29.8814,28.795,29.2535,-0.5271,-1.77,2.33,30448724.0,,,106.0528,5.7786,7.4587,362.6539,3778717993.0,,,,,,,
1571673600000,2508530,29.3432,31.8947,29.2036,30.8781,1.6236,5.55,5.6,76863773.0,,,111.9426,6.0995,7.8729,382.7945,3988575244.4,,,,,,,
1571760000000,912080,30.3498,31.6157,30.1605,30.3997,-0.4786,-1.55,2.04,28129616.0,,,110.2082,6.005,7.7509,376.8636,3926776790.0,,,,,,,
1571846400000,957200,30.4794,30.8881,30.0708,30.3199,-0.079,-0.26,2.14,29317601.0,,,109.9191,5.9892,7.7306,375.8751,3916477047.6,,,,,,,
1571932800000,1522440,30.1505,30.3997,29.4528,29.692,-0.6276,-2.07,3.4,45379520.0,,,107.6427,5.8652,7.5705,368.0907,3835366576.2,,,,,,,
1572192000000,649130,29.5226,29.692,29.2933,29.6023,-0.0891,-0.3,1.45,19190703.0,,,107.3175,5.8475,7.5476,366.9786,3823779366.0,,,,,,,
1572278400000,836200,29.6521,29.6521,28.7152,28.9046,-0.6986,-2.36,1.87,24309317.0,,,104.7881,5.7097,7.3697,358.3293,3733656620.0,,,,,,,
1572364800000,907880,28.8747,29.403,27.9079,28.4661,-0.4394,-1.52,2.03,25973658.0,,,103.1982,5.623,7.2579,352.8926,3677008036.8,,,,,,,
1572451200000,1635323,28.4661,29.3631,28.3066,28.6056,0.1395,0.49,3.65,47560674.0,,,103.7041,5.6506,7.2935,354.6224,3695032586.0,,,,,,,
1572537600000,691500,28.5458,28.5657,27.9079,28.3564,-0.2489,-0.87,1.54,19572308.0,,,102.8007,5.6014,7.23,351.5334,3662845891.0,,,,,,,
1572796800000,1608400,28.5358,28.5358,27.1703,27.3099,-1.0463,-3.69,3.59,44518352.0,,,99.0067,5.3946,6.9631,338.5594,3527661772.0,,,,,,,
1572883200000,819153,27.3099,27.8581,26.9411,27.26,-0.0492,-0.18,1.83,22454840.0,,,98.826,5.3848,6.9504,337.9416,3521224433.0,,,,,,,
1572969600000,1360540,27.3597,27.3597,26.0341,26.4527,-0.8069,-2.96,3.04,36114460.0,,,95.8992,5.2253,6.7446,327.9331,3416939541.2,,,,,,,
1573056000000,695870,26.4128,26.7816,26.3132,26.4627,0.0106,0.04,1.55,18506148.0,,,95.9353,5.2273,6.7471,328.0566,3418227009.0,,,,,,,
1573142400000,972960,26.6122,27.1803,26.5125,27.0408,0.5769,2.18,2.17,26354900.0,,,98.0311,5.3415,6.8945,335.2232,3492900141.4,,,,,,,
1573401600000,743668,26.961,27.1803,26.064,26.2135,-0.8275,-3.06,1.66,19758491.0,,,95.032,5.1781,6.6836,324.9676,3386040314.0,,,,,,,
1573488000000,854368,26.3331,26.6919,25.5856,26.1039,-0.1101,-0.42,1.91,22290380.0,,,94.6345,5.1564,6.6556,323.6084,3371878168.2,,,,,,,
1573574400000,858050,26.3132,26.4328,25.8148,26.1238,0.0209,0.08,1.92,22467744.0,,,94.7068,5.1603,6.6607,323.8555,3374453103.8,,,,,,,
1573660800000,540813,26.0939,26.2833,25.8148,26.1338,0.0104,0.04,1.21,14122722.0,,,94.7429,5.1623,6.6632,323.9791,3375740571.6,,,,,,,
1573747200000,631320,26.0142,26.3132,25.7151,25.9145,-0.2195,-0.84,1.41,16427439.0,,,93.948,5.119,6.6073,321.2607,3347416280.0,,,,,,,
1574006400000,660507,25.9145,26.363,25.765,25.9544,0.0389,0.15,1.48,17220786.0,,,94.0925,5.1269,6.6175,321.755,3352566151.2,,,,,,,
1574092800000,1125390,26.2733,26.9909,25.9544,26.4029,0.449,1.73,2.51,29901161.0,,,95.7185,5.2155,6.7319,327.3153,3410502202.2,,,,,,,
1574179200000,778900,26.4029,26.8016,26.1138,26.353,-0.0502,-0.19,1.72,20633353.0,,,95.5378,5.2056,6.7192,326.6975,3404064863.2,,,,,,,
1574265600000,546830,26.3132,26.5025,25.8447,26.0441,-0.3083,-1.17,1.22,14291379.0,,,94.4177,5.1446,6.6404,322.867,3364153361.4,,,,,,,
1574352000000,792697,26.1437,26.2135,25.6155,25.8048,-0.2396,-0.92,1.77,20510543.0,,,93.5505,5.0973,6.5794,319.9016,3333254134.2,,,,,,,
1574611200000,663500,25.6155,25.7251,24.9377,25.1171,-0.689,-2.67,1.48,16805230.0,,,91.0573,4.9615,6.404,311.3758,3244418856.0,,,,,,,
1574697600000,533850,25.1969,25.466,25.1071,25.3264,0.2085,0.83,1.19,13558865.0,,,91.8161,5.0028,6.4574,313.9706,3271455679.8,,,,,,,
1574784000000,774992,25.2068,25.8347,25.0772,25.5158,0.1899,0.75,1.73,19841301.0,,,92.5026,5.0402,6.5057,316.3183,3295917568.0,,,,,,,
1574870400000,332700,25.5158,25.7251,25.3065,25.5058,-0.0102,-0.04,0.74,8515542.0,,,92.4665,5.0383,6.5031,316.1947,3294630100.2,,,,,,,
1574956800000,611680,25.5656,25.745,25.1271,25.5656,0.0587,0.23,1.37,15544627.0,,,92.6833,5.0501,6.5184,316.9361,3302354907.0,,,,,,,
1575216000000,626590,25.6852,25.6952,25.2467,25.6055,0.0409,0.16,1.4,16000283.0,,,92.8278,5.058,6.5286,317.4303,3307504778.2,,,,,,,
1575302400000,555358,25.466,25.8148,25.1769,25.7052,0.0999,0.39,1.23,14195685.0,,,93.1891,5.0777,6.554,318.6659,3320379456.2,,,,,,,
1575388800000,436970,25.4959,25.8646,25.4759,25.765,0.0591,0.23,0.96,11279144.0,,,93.4059,5.0895,6.5692,319.4073,3328104263.0,,,,,,,
1575475200000,442480,25.8746,25.9643,25.7052,25.8447,0.0799,0.31,0.98,11448708.0,,,93.695,5.1052,6.5896,320.3958,3338404005.4,,,,,,,
1575561600000,841470,25.8048,26.373,25.765,26.373,0.5273,2.04,1.84,21998145.0,,,95.6101,5.2096,6.7242,326.9446,3406639798.8,,,,,,,
1575820800000,729320,26.1138,26.6122,26.074,26.2434,-0.1292,-0.49,1.61,19235627.0,,,95.1404,5.184,6.6912,325.3383,3389902717.4,,,,,,,
1575907200000,712430,26.1437,26.3331,25.765,26.2135,-0.0289,-0.11,1.55,18563921.0,,,95.032,5.1781,6.6836,324.9676,3386040314.0,,,,,,,
1575993600000,1133092,26.2135,27.3597,26.064,27.27,1.0564,4.03,2.49,30538473.0,,,98.8622,5.3868,6.953,338.0651,3522511900.8,,,,,,,
1576080000000,2051350,27.3597,28.7053,27.0109,27.6886,0.4199,1.54,4.58,57708732.0,,,100.3798,5.4695,7.0597,343.2547,3576585548.4,,,,,,,
1576166400000,1070540,27.6986,27.9876,27.1105,27.6288,-0.0609,-0.22,2.36,29512743.0,,,100.163,5.4576,7.0444,342.5134,3568860741.6,,,,,,,
1576425600000,809498,27.6189,27.7484,27.2301,27.4694,-0.1603,-0.58,1.78,22320391.0,,,99.5848,5.4261,7.0038,340.5364,3548261256.8,,,,,,,
1576512000000,1580681,27.9079,28.486,27.6288,28.486,1.0164,3.7,3.08,44545742.0,,,103.2705,5.627,7.263,353.1397,3679582972.4,,,,,,,
1576598400000,1479790,28.5059,28.7551,28.1072,28.2966,-0.188,-0.66,3.28,42234928.0,,,102.5839,5.5896,7.2147,350.792,3655121084.2,,,,,,,
1576684800000,750970,28.2966,28.5657,28.0375,28.2169,-0.0792,-0.28,1.63,21323732.0,,,102.2949,5.5738,7.1944,349.8035,3644821341.8,,,,,,,
1576771200000,564620,28.0574,28.4661,27.9577,28.2169,0.0,0.0,1.25,16011991.0,,,102.2949,5.5738,7.1944,349.8035,3644821341.8,,,,,,,
1577030400000,722498,28.1072,28.1072,27.2501,27.4095,-0.807,-2.86,1.56,19986475.0,,,99.368,5.4143,6.9885,339.795,3540536450.0,,,,,,,
1577116800000,508140,27.4095,27.8581,27.26,27.6388,0.2302,0.84,1.13,14069077.0,,,100.1991,5.4596,7.047,342.6369,3570148209.4,,,,,,,
1577203200000,1096862,27.4694,27.7883,27.2301,27.3796,-0.2598,-0.94,2.43,30237578.0,,,99.2596,5.4084,6.9809,339.4243,3536674046.6,,,,,,,
1577289600000,520450,27.3796,27.7983,27.1803,27.6687,0.2902,1.06,1.15,14406833.0,,,100.3075,5.4655,7.0546,343.0076,3574010612.8,,,,,,,
1577376000000,559410,27.6687,27.868,27.3896,27.4195,-0.249,-0.9,1.22,15524873.0,,,99.4042,5.4163,6.9911,339.9186,3541823917.8,,,,,,,
1577635200000,392300,27.3996,27.6587,27.1205,27.4195,0.0,0.0,0.86,10793035.0,,,99.4042,5.4163,6.9911,339.9186,3541823917.8,,,,,,,
1577721600000,806500,27.3099,27.6886,26.8913,27.2899,-0.1289,-0.47,1.78,21980157.0,,,82.9423,5.2678,7.0553,46.5273,3525086836.4,,,,,,,
1577894400000,737080,27.3896,28.0773,27.3896,27.7484,0.4585,1.68,1.63,20534757.0,,,84.3358,5.3563,7.1739,47.309,3584310355.2,,,,,,,
1577980800000,794282,27.6089,28.2867,27.5292,28.1571,0.4079,1.47,1.75,22211365.0,,,85.5778,5.4352,7.2795,48.0057,3637096535.0,,,,,,,
1578240000000,813969,27.9179,28.0773,27.7086,27.878,-0.2788,-0.99,1.8,22733866.0,,,84.7296,5.3813,7.2074,47.5299,3601047436.6,,,,,,,
